catalog_index,catalog_id,material_no,master_category,name,category,thickness_mm,weight_kg_m2,ra_dba,source_ref,r_63_hz,r_125_hz,r_250_hz,r_500_hz,r_1000_hz,r_2000_hz,spectrum_ok,supplier,phone,buildup,cavity_fill,laminate,glass_t1_mm,glass_cavity_mm,glass_t2_mm,rqa_dba,c_dm3_s,dna_dba,height_mm,depth_mm,length_mm,sh_mm,doorlaat_m2_m,source
994,D00803,803,Glas,Glazen b.steen 24x11...,glas,80.0,0.0,39.6,Institut fur Technisch...,26.2,33.8,36.2,40.3,45.7,49.6,True,,,0 0 0,n.v.t,Niet,0.0,0.0,0.0,,,,,,,,,catalogusGG.pdf
995,D00804,804,Glas,Glazen b.steen 30x3...,glas,100.0,0.0,36.8,Institut fur Technisch...,29.0,35.0,35.6,42.7,35.8,38.7,True,,,0 0 0,n.v.t,Niet,0.0,0.0,0.0,,,,,,,,,catalogusGG.pdf
996,D01003,1003,Glas,Glas 6-12-4/1/4 pvb.l...,glas,27.0,0.0,30.1,Geluidwering Gevels...,22.0,24.0,24.0,31.0,35.0,38.0,True,,,6 12 9,Lucht,"pvb, 1 zijdig",6.0,12.0,9.0,,,,,,,,,catalogusGG.pdf
997,D01004,1004,Glas,Glas 4-12-6/1/6 pvb.l...,glas,29.0,0.0,30.3,Geluidwering Gevels...,23.1,25.0,24.0,31.0,36.0,36.0,True,,,4 12 13,Lucht,"pvb, 1 zijdig",4.0,12.0,13.0,,,,,,,,,catalogusGG.pdf
998,D01005,1005,Glas,Glas 4-16-4/1/4 pvb.l...,glas,29.0,0.0,29.7,Geluidwering Gevels...,20.7,23.0,23.0,32.0,37.0,40.0,True,,,4 16 9,Lucht,"pvb, 1 zijdig",4.0,16.0,9.0,,,,,,,,,catalogusGG.pdf
999,D01006,1006,Glas,Glas 6-12-6/1/6 pvb.l...,glas,31.0,0.0,31.0,Geluidwering Gevels...,24.0,25.0,25.0,32.0,36.0,36.0,True,,,6 12 13,Lucht,"pvb, 1 zijdig",6.0,12.0,13.0,,,,,,,,,catalogusGG.pdf
1000,D01007,1007,Glas,Glas 8-12-6/1/6 pvb.l...,glas,33.0,0.0,31.8,Geluidwering Gevels...,24.8,26.0,26.0,33.0,36.0,36.0,True,,,8 12 13,Lucht,"pvb, 1 zijdig",8.0,12.0,13.0,,,,,,,,,catalogusGG.pdf
1001,D01008,1008,Glas,Glas 4-16-6/1/6 pvb.l...,glas,33.0,0.0,31.1,Geluidwering Gevels...,23.1,24.0,25.0,32.0,38.0,38.0,True,,,4 16 13,Lucht,"pvb, 1 zijdig",4.0,16.0,13.0,,,,,,,,,catalogusGG.pdf
1002,D01009,1009,Glas,Glas 4-20-4/1/4 pvb.l...,glas,33.0,0.0,30.8,Geluidwering Gevels...,20.7,23.0,25.0,33.0,38.0,41.0,True,,,4 20 9,Lucht,"pvb, 1 zijdig",4.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1003,D01010,1010,Glas,Glas 6-16-6/1/6 pvb.l...,glas,35.0,0.0,32.1,Geluidwering Gevels...,24.0,25.0,26.0,34.0,38.0,38.0,True,,,6 16 13,Lucht,"pvb, 1 zijdig",6.0,16.0,13.0,,,,,,,,,catalogusGG.pdf
1004,D01011,1011,Glas,Glas 6-20-4/1/4 pvb.l...,glas,35.0,0.0,31.8,Geluidwering Gevels...,22.0,23.0,27.0,34.0,38.0,41.0,True,,,6 20 9,Lucht,"pvb, 1 zijdig",6.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1005,D01012,1012,Glas,Glas 8-16-6/1/6 pvb.l...,glas,37.0,0.0,32.6,Geluidwering Gevels...,24.5,25.0,27.0,35.0,38.0,38.0,True,,,8 16 13,Lucht,"pvb, 1 zijdig",8.0,16.0,13.0,,,,,,,,,catalogusGG.pdf
1006,D01013,1013,Glas,Glas 4-20-6/1/6 pvb.l...,glas,37.0,0.0,31.7,Geluidwering Gevels...,23.1,24.0,26.0,33.0,39.0,39.0,True,,,4 20 13,Lucht,"pvb, 1 zijdig",4.0,20.0,13.0,,,,,,,,,catalogusGG.pdf
1007,D01014,1014,Glas,Glas 8-20-4/1/4 pvb.l...,glas,37.0,0.0,31.9,Geluidwering Gevels...,22.6,24.0,27.0,33.0,37.0,40.0,True,,,8 20 9,Lucht,"pvb, 1 zijdig",8.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1008,D01015,1015,Glas,Glas 4-24-4/1/4 pvb.l...,glas,37.0,0.0,31.4,Geluidwering Gevels...,20.7,23.0,26.0,34.0,39.0,42.0,True,,,4 24 9,Lucht,"pvb, 1 zijdig",4.0,24.0,9.0,,,,,,,,,catalogusGG.pdf
1009,D01016,1016,Glas,Glas 6-24-4/1/4 pvb.l...,glas,39.0,0.0,32.2,Geluidwering Gevels...,21.6,23.0,28.0,35.0,39.0,42.0,True,,,6 24 9,Lucht,"pvb, 1 zijdig",6.0,24.0,9.0,,,,,,,,,catalogusGG.pdf
1010,D01017,1017,Glas,Glas 8-20-6/1/6 pvb.l...,glas,41.0,0.0,33.5,Geluidwering Gevels...,24.2,26.0,28.0,36.0,39.0,39.0,True,,,8 20 13,Lucht,"pvb, 1 zijdig",8.0,20.0,13.0,,,,,,,,,catalogusGG.pdf
1011,D01018,1018,Glas,Glas 4-24-6/1/6 pvb.l...,glas,41.0,0.0,32.4,Geluidwering Gevels...,23.1,24.0,27.0,34.0,40.0,40.0,True,,,4 24 13,Lucht,"pvb, 1 zijdig",4.0,24.0,13.0,,,,,,,,,catalogusGG.pdf
1012,D01019,1019,Glas,Glas 8-24-4/1/4 pvb.l...,glas,41.0,0.0,32.6,Geluidwering Gevels...,22.3,24.0,28.0,36.0,38.0,41.0,True,,,8 24 9,Lucht,"pvb, 1 zijdig",8.0,24.0,9.0,,,,,,,,,catalogusGG.pdf
1013,D01020,1020,Glas,Glas 6-24-6/1/6 pvb.l...,glas,43.0,0.0,33.3,Geluidwering Gevels...,23.4,25.0,28.0,36.0,40.0,40.0,True,,,6 24 13,Lucht,"pvb, 1 zijdig",6.0,24.0,13.0,,,,,,,,,catalogusGG.pdf
1014,D01021,1021,Glas,Glas 8-24-6/1/6 pvb.l...,glas,45.0,0.0,34.0,Geluidwering Gevels...,24.0,26.0,29.0,37.0,40.0,40.0,True,,,8 24 13,Lucht,"pvb, 1 zijdig",8.0,24.0,13.0,,,,,,,,,catalogusGG.pdf
1015,D01075,1075,Glas,Glas 4/1/4-12-6/1/6 lu...,glas,34.0,0.0,31.9,Geluidwering Gevels...,24.4,26.0,26.0,33.0,36.0,39.0,True,,,9 12 13,Lucht,"pvb, 2 zijdig",9.0,12.0,13.0,,,,,,,,,catalogusGG.pdf
1016,D01076,1076,Glas,Glas 4/1/4-16-6/1/6 lu...,glas,38.0,0.0,33.0,Geluidwering Gevels...,24.2,26.0,27.0,35.0,38.0,41.0,True,,,9 16 13,Lucht,"pvb, 2 zijdig",9.0,16.0,13.0,,,,,,,,,catalogusGG.pdf
1017,D01077,1077,Glas,Glas 4/1/4-20-4/1/4 lu...,glas,38.0,0.0,32.2,Geluidwering Gevels...,22.2,24.0,27.0,35.0,37.0,43.0,True,,,9 20 9,Lucht,"pvb, 2 zijdig",9.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1018,D01078,1078,Glas,Glas 4/1/4-20-6/1/6 lu...,glas,42.0,0.0,33.8,Geluidwering Gevels...,23.9,27.0,28.0,36.0,39.0,42.0,True,,,9 20 13,Lucht,"pvb, 2 zijdig",9.0,20.0,13.0,,,,,,,,,catalogusGG.pdf
1019,D01079,1079,Glas,Glas 4/1/4-24-4/1/4 lu...,glas,42.0,0.0,32.9,Geluidwering Gevels...,22.0,25.0,28.0,36.0,38.0,44.0,True,,,9 24 9,Lucht,"pvb, 2 zijdig",9.0,24.0,9.0,,,,,,,,,catalogusGG.pdf
1020,D01080,1080,Glas,Glas 4/1/4-24-6/1/6 lu...,glas,46.0,0.0,34.4,Geluidwering Gevels...,23.7,27.0,29.0,37.0,40.0,43.0,True,,,9 24 13,Lucht,"pvb, 2 zijdig",9.0,24.0,13.0,,,,,,,,,catalogusGG.pdf
1021,D01081,1081,Glas,Glas 4/1/4-12-6/2/6 lu...,glas,35.0,0.0,33.3,Geluidwering Gevels...,24.4,27.0,27.0,36.0,38.0,42.0,True,,,9 12 14,Lucht,"pvb, 2 zijdig",9.0,12.0,14.0,,,,,,,,,catalogusGG.pdf
1022,D01082,1082,Glas,Glas 4/1/4-16-5/2/5 lu...,glas,37.0,0.0,33.8,Geluidwering Gevels...,23.5,26.0,28.0,37.0,40.0,44.0,True,,,9 16 12,Lucht,"pvb, 2 zijdig",9.0,16.0,12.0,,,,,,,,,catalogusGG.pdf
1023,D01083,1083,Glas,Glas 4/1/4-16-6/2/6 lu...,glas,39.0,0.0,34.7,Geluidwering Gevels...,24.2,28.0,29.0,37.0,40.0,44.0,True,,,9 16 14,Lucht,"pvb, 2 zijdig",9.0,16.0,14.0,,,,,,,,,catalogusGG.pdf
1024,D01084,1084,Glas,Glas 4/1/4-20-5/2/5 lu...,glas,41.0,0.0,34.5,Geluidwering Gevels...,23.1,27.0,29.0,38.0,41.0,45.0,True,,,9 20 12,Lucht,"pvb, 2 zijdig",9.0,20.0,12.0,,,,,,,,,catalogusGG.pdf
1025,D01085,1085,Glas,Glas 4/1/4-24-5/2/5 lu...,glas,45.0,0.0,35.0,Geluidwering Gevels...,22.9,27.0,30.0,39.0,42.0,46.0,True,,,9 24 12,Lucht,"pvb, 2 zijdig",9.0,24.0,12.0,,,,,,,,,catalogusGG.pdf
1026,D01086,1086,Glas,Glas 4/1/4-24-6/2/6 lu...,glas,47.0,0.0,35.8,Geluidwering Gevels...,23.7,28.0,31.0,40.0,42.0,46.0,True,,,9 24 14,Lucht,"pvb, 2 zijdig",9.0,24.0,14.0,,,,,,,,,catalogusGG.pdf
1027,D01108,1108,Glas,Glas 4-40-4 voorzetr...,glas,48.0,0.0,30.6,Geluidwering Gevels...,18.0,21.0,27.0,35.0,42.0,44.0,True,,,4 40 4,Lucht,Niet,4.0,40.0,4.0,,,,,,,,,catalogusGG.pdf
1028,D01109,1109,Glas,Glas 4-40-6 voorzetr...,glas,50.0,0.0,31.8,Geluidwering Gevels...,19.5,22.0,28.0,36.0,43.0,44.0,True,,,4 40 6,Lucht,Niet,4.0,40.0,6.0,,,,,,,,,catalogusGG.pdf
1029,D01110,1110,Glas,Glas 4-40-8 voorzetr...,glas,52.0,0.0,32.3,Geluidwering Gevels...,20.6,22.0,29.0,37.0,42.0,44.0,True,,,4 40 8,Lucht,Niet,4.0,40.0,8.0,,,,,,,,,catalogusGG.pdf
1030,D01111,1111,Glas,Glas 6-40-6 voorzetr...,glas,52.0,0.0,32.3,Geluidwering Gevels...,20.6,22.0,30.0,37.0,43.0,38.0,True,,,6 40 6,Lucht,Niet,6.0,40.0,6.0,,,,,,,,,catalogusGG.pdf
1031,D01112,1112,Glas,Glas 4-40-10 voorzet...,glas,54.0,0.0,32.8,Geluidwering Gevels...,21.5,23.0,29.0,37.0,41.0,41.0,True,,,4 40 10,Lucht,Niet,4.0,40.0,10.0,,,,,,,,,catalogusGG.pdf
1032,D01113,1113,Glas,Glas 6-40-8 voorzetr...,glas,54.0,0.0,32.4,Geluidwering Gevels...,21.4,22.0,30.0,38.0,42.0,37.0,True,,,6 40 8,Lucht,Niet,6.0,40.0,8.0,,,,,,,,,catalogusGG.pdf
1033,D01114,1114,Glas,Glas 6-40-10 voorzet...,glas,56.0,0.0,33.4,Geluidwering Gevels...,22.1,23.0,31.0,38.0,41.0,41.0,True,,,6 40 10,Lucht,Niet,6.0,40.0,10.0,,,,,,,,,catalogusGG.pdf
1034,D01115,1115,Glas,Glas 6-40-12 voorzet...,glas,58.0,0.0,34.3,Geluidwering Gevels...,23.1,25.0,31.0,39.0,40.0,40.0,True,,,6 40 12,Lucht,Niet,6.0,40.0,12.0,,,,,,,,,catalogusGG.pdf
1035,D01116,1116,Glas,Glas 4-80-4 voorzetr...,glas,88.0,0.0,31.2,Geluidwering Gevels...,18.2,20.0,31.0,39.0,46.0,48.0,True,,,4 80 4,Lucht,Niet,4.0,80.0,4.0,,,,,,,,,catalogusGG.pdf
1036,D01117,1117,Glas,Glas 4-80-6 voorzetr...,glas,90.0,0.0,33.4,Geluidwering Gevels...,19.8,23.0,32.0,40.0,47.0,47.0,True,,,4 80 6,Lucht,Niet,4.0,80.0,6.0,,,,,,,,,catalogusGG.pdf
1037,D01118,1118,Glas,Glas 4-80-8 voorzetr...,glas,92.0,0.0,34.6,Geluidwering Gevels...,20.8,25.0,33.0,40.0,46.0,46.0,True,,,4 80 8,Lucht,Niet,4.0,80.0,8.0,,,,,,,,,catalogusGG.pdf
1038,D01119,1119,Glas,Glas 6-80-6 voorzetr...,glas,92.0,0.0,35.0,Geluidwering Gevels...,20.9,26.0,33.0,41.0,47.0,42.0,True,,,6 80 6,Lucht,Niet,6.0,80.0,6.0,,,,,,,,,catalogusGG.pdf
1039,D01120,1120,Glas,Glas 4-80-10 voorzet...,glas,94.0,0.0,35.2,Geluidwering Gevels...,21.5,26.0,33.0,41.0,45.0,45.0,True,,,4 80 10,Lucht,Niet,4.0,80.0,10.0,,,,,,,,,catalogusGG.pdf
1040,D01121,1121,Glas,Glas 6-80-8 voorzetr...,glas,94.0,0.0,35.7,Geluidwering Gevels...,21.7,27.0,34.0,42.0,46.0,41.0,True,,,6 80 8,Lucht,Niet,6.0,80.0,8.0,,,,,,,,,catalogusGG.pdf
1041,D01122,1122,Glas,Glas 6-80-10 voorzet...,glas,96.0,0.0,36.4,Geluidwering Gevels...,22.8,27.0,35.0,42.0,45.0,45.0,True,,,6 80 10,Lucht,Niet,6.0,80.0,10.0,,,,,,,,,catalogusGG.pdf
1042,D01123,1123,Glas,Glas 6-80-12 voorzet...,glas,98.0,0.0,36.7,Geluidwering Gevels...,24.0,27.0,35.0,42.0,44.0,44.0,True,,,6 80 12,Lucht,Niet,6.0,80.0,12.0,,,,,,,,,catalogusGG.pdf
1043,D01124,1124,Glas,Glas 4-160-4 voorzet...,glas,168.0,0.0,34.3,Geluidwering Gevels...,18.2,27.0,35.0,42.0,50.0,52.0,True,,,4 160 4,Lucht,Niet,4.0,160.0,4.0,,,,,,,,,catalogusGG.pdf
1044,D01125,1125,Glas,Glas 4-160-6 voorzet...,glas,170.0,0.0,35.7,Geluidwering Gevels...,19.8,28.0,36.0,43.0,51.0,51.0,True,,,4 160 6,Lucht,Niet,4.0,160.0,6.0,,,,,,,,,catalogusGG.pdf
1045,D01126,1126,Glas,Glas 4-160-8 voorzet...,glas,172.0,0.0,36.8,Geluidwering Gevels...,21.1,29.0,37.0,44.0,50.0,50.0,True,,,4 160 8,Lucht,Niet,4.0,160.0,8.0,,,,,,,,,catalogusGG.pdf
1046,D01127,1127,Glas,Glas 6-160-6 voorzet...,glas,172.0,0.0,36.8,Geluidwering Gevels...,20.9,30.0,37.0,45.0,50.0,45.0,True,,,6 160 6,Lucht,Niet,6.0,160.0,6.0,,,,,,,,,catalogusGG.pdf
1047,D01128,1128,Glas,Glas 4-160-10 voorze...,glas,174.0,0.0,37.4,Geluidwering Gevels...,22.3,29.0,37.0,44.0,48.0,48.0,True,,,4 160 10,Lucht,Niet,4.0,160.0,10.0,,,,,,,,,catalogusGG.pdf
1048,D01129,1129,Glas,Glas 6-160-8 voorzet...,glas,174.0,0.0,37.0,Geluidwering Gevels...,21.1,30.0,38.0,45.0,49.0,44.0,True,,,6 160 8,Lucht,Niet,6.0,160.0,8.0,,,,,,,,,catalogusGG.pdf
1049,D01130,1130,Glas,Glas 6-160-10 voorze...,glas,176.0,0.0,38.1,Geluidwering Gevels...,22.3,31.0,38.0,46.0,48.0,48.0,True,,,6 160 10,Lucht,Niet,6.0,160.0,10.0,,,,,,,,,catalogusGG.pdf
1050,D01131,1131,Glas,Glas 6-160-12 voorze...,glas,178.0,0.0,38.7,Geluidwering Gevels...,23.4,31.0,39.0,46.0,47.0,47.0,True,,,6 160 12,Lucht,Niet,6.0,160.0,12.0,,,,,,,,,catalogusGG.pdf
1051,D01247,1247,Glas,PH 1260 4-15-4 mm ...,glas,23.0,0.0,25.9,PeutzAssocies'93 La...,18.3,20.0,19.0,27.0,33.0,36.0,True,,,4 15 4,Lucht,Niet,4.0,15.0,4.0,,,,,,,,,catalogusGG.pdf
1052,D01575,1575,Glas,Arho kozijn 4-12-6 m...,glas,22.0,42.0,30.4,TNO/TUE'95 rap. 95...,20.0,25.9,25.7,32.5,33.3,35.1,True,,,4 12 6,Lucht,Niet,4.0,12.0,6.0,,,,,,,,,catalogusGG.pdf
1053,D01576,1576,Glas,Arho kozijn 6-20-4/2/...,glas,36.0,52.0,33.9,TNO/TUE'95 rap. 95...,23.0,27.7,32.4,35.6,36.6,36.2,True,,,6 20 10,Lucht,Niet,6.0,20.0,10.0,,,,,,,,,catalogusGG.pdf
1054,D01577,1577,Glas,Arho kozijn met sand...,glas,73.0,40.0,35.0,TNO/TUE'95 rap. 95...,22.9,30.1,37.3,36.8,35.7,39.8,True,,,1 70 2,Lucht,Niet,1.0,70.0,2.0,,,,,,,,,catalogusGG.pdf
1055,D01705,1705,Glas,Iglas 4-6-8 mm; lucht...,glas,18.0,0.0,29.6,TNO'95 rap.TPD-HA...,21.4,22.9,24.3,28.7,36.6,38.0,True,,,4 6 8,Lucht,Niet,4.0,6.0,8.0,,,,,,,,,catalogusGG.pdf
1056,D01706,1706,Glas,Iglas 4-9-8 mm; lucht...,glas,21.0,0.0,30.5,TNO'95 rap.TPD-HA...,21.4,22.3,25.7,30.4,39.3,37.0,True,,,4 9 8,Lucht,Niet,4.0,9.0,8.0,,,,,,,,,catalogusGG.pdf
1057,D01707,1707,Glas,Iglas 4-12-10 mm; lu...,glas,26.0,0.0,30.2,TNO'95 rap.TPD-HA...,22.5,23.7,22.9,32.0,39.4,42.8,True,,,4 12 10,Lucht,Niet,4.0,12.0,10.0,,,,,,,,,catalogusGG.pdf
1058,D01723,1723,Glas,Iglas 6-15-10 mm; lu...,glas,31.0,0.0,32.3,TNO'95 rap.TPD-HA...,23.5,23.7,27.2,34.1,39.9,37.8,True,,,6 15 10,Lucht,Niet,6.0,15.0,10.0,,,,,,,,,catalogusGG.pdf
1059,D01797,1797,Glas,SGG Climalit Acousti...,glas,21.0,23.0,28.9,TNO'97 rp.TNO/TUE...,24.6,23.1,21.5,29.2,39.2,37.4,True,,,5 12 4,Lucht,Niet,5.0,12.0,4.0,,,,,,,,,catalogusGG.pdf
1060,D01798,1798,Glas,SGG Climalit Acousti...,glas,20.0,20.0,26.9,TNO'97 rp.TNO/TUE...,21.8,23.8,19.3,26.1,36.7,39.0,True,,,4 12 4,Lucht,Niet,4.0,12.0,4.0,,,,,,,,,catalogusGG.pdf
1061,D01800,1800,Glas,SGG Climalit Acousti...,glas,27.0,35.0,32.2,TNO'97 rp.TNO/TUE...,28.4,23.2,25.7,36.1,41.8,37.1,True,,,6 12 9,Lucht,"pvb, 1 zijdig",6.0,12.0,9.0,,,,,,,,,catalogusGG.pdf
1062,D01801,1801,Glas,SGG Climalit Acousti...,glas,33.0,45.0,33.6,TNO'97 rp.TNO/TUE...,29.3,24.8,30.2,38.0,37.5,34.8,True,,,10 15 8,Lucht,Niet,10.0,15.0,8.0,,,,,,,,,catalogusGG.pdf
1063,D01802,1802,Glas,SGG Climalit Acousti...,glas,30.0,45.0,32.4,TNO'97 rp.TNO/TUE...,28.2,23.3,28.0,37.1,37.0,34.3,True,,,10 12 8,Lucht,Niet,10.0,12.0,8.0,,,,,,,,,catalogusGG.pdf
1064,D01803,1803,Glas,SGG Climalit Acousti...,glas,31.0,40.0,33.1,TNO'97 rp.TNO/TUE...,28.4,24.9,27.6,35.6,39.8,35.9,True,,,10 15 6,Lucht,Niet,10.0,15.0,6.0,,,,,,,,,catalogusGG.pdf
1065,D01804,1804,Glas,SGG Climalit Acousti...,glas,28.0,40.0,31.8,TNO'97 rp.TNO/TUE...,27.1,23.6,25.7,34.5,39.1,35.5,True,,,10 12 6,Lucht,Niet,10.0,12.0,6.0,,,,,,,,,catalogusGG.pdf
1066,D01805,1805,Glas,SGG Climalit Acousti...,glas,29.0,35.0,30.7,TNO'97 rp.TNO/TUE...,26.3,21.6,24.9,35.9,40.5,32.7,True,,,8 15 6,Lucht,Niet,8.0,15.0,6.0,,,,,,,,,catalogusGG.pdf
1067,D01806,1806,Glas,SGG Climalit Acousti...,glas,26.0,35.0,30.6,TNO'97 rp.TNO/TUE...,26.8,22.6,24.4,34.8,40.1,32.5,True,,,8 12 6,Lucht,Niet,8.0,12.0,6.0,,,,,,,,,catalogusGG.pdf
1068,D01807,1807,Glas,SGG Climalit Acousti...,glas,33.0,33.0,31.3,TNO'97 rp.TNO/TUE...,26.2,20.8,27.3,33.8,41.5,35.4,True,,,8 20 5,Lucht,Niet,8.0,20.0,5.0,,,,,,,,,catalogusGG.pdf
1069,D01808,1808,Glas,SGG Climalit Acousti...,glas,28.0,33.0,31.1,TNO'97 rp.TNO/TUE...,28.2,21.4,25.7,33.5,41.1,35.7,True,,,8 15 5,Lucht,Niet,8.0,15.0,5.0,,,,,,,,,catalogusGG.pdf
1070,D01809,1809,Glas,SGG Climalit Acousti...,glas,25.0,20.0,30.6,TNO'97 rp.TNO/TUE...,28.9,22.6,23.6,32.8,40.6,36.0,True,,,6 15 4,Lucht,Niet,6.0,15.0,4.0,,,,,,,,,catalogusGG.pdf
1071,D01810,1810,Glas,SGG Climalit Acousti...,glas,22.0,25.0,29.1,TNO'97 rp.TNO/TUE...,26.4,23.5,21.5,29.5,39.8,37.9,True,,,6 12 4,Lucht,Niet,6.0,12.0,4.0,,,,,,,,,catalogusGG.pdf
1072,D01831,1831,Glas,SGG Climalit Silence ...,glas,32.0,40.0,34.4,TNO'97 rp.TNO/TUE...,27.0,24.8,28.4,38.5,45.8,42.8,True,,,6 15 11,Lucht,"pvb, 1 zijdig",6.0,15.0,11.0,,,,,,,,,catalogusGG.pdf
1073,D01834,1834,Glas,SGG Climalit Silence ...,glas,33.0,50.0,37.6,TNO'97 rp.TNO/TUE...,28.7,28.3,32.9,40.9,42.8,48.0,True,,,12 12 9,Lucht,"pvb, 1 zijdig",12.0,12.0,9.0,,,,,,,,,catalogusGG.pdf
1074,D01835,1835,Glas,SGG Climalit Silence ...,glas,32.0,40.0,33.9,TNO'97 rp.TNO/TUE...,27.8,23.1,28.7,38.9,45.1,43.6,True,,,8 15 9,Lucht,"pvb, 1 zijdig",8.0,15.0,9.0,,,,,,,,,catalogusGG.pdf
1075,D01839,1839,Glas,SGG Climalit Silence ...,glas,41.0,50.0,38.4,TNO'97 rp.TNO/TUE...,25.9,29.6,36.3,41.7,43.0,48.4,True,,,12 20 9,Lucht,"pvb, 1 zijdig",12.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1076,D02036,2036,Glas,Eland-Brandt Type 7....,glas,25.0,25.0,29.6,TNO-rapport IS-RPT...,18.2,26.0,23.1,32.1,36.1,37.8,True,,,6 20 4,Lucht,Niet,6.0,20.0,4.0,,,,,,,,,catalogusGG.pdf
1077,D02037,2037,Glas,Eland-Brandt Type 7....,glas,35.0,35.0,33.3,TNO-rapport IS-RPT...,19.1,26.4,30.6,37.2,39.8,41.5,True,,,5 15 10,Lucht,Niet,5.0,15.0,10.0,,,,,,,,,catalogusGG.pdf
1078,D02038,2038,Glas,Eland-Brandt Type 7....,glas,22.0,35.0,34.3,TNO-rapport IS-RPT...,24.8,24.8,30.1,37.2,40.8,41.1,True,,,5 12 4,Lucht,Niet,5.0,12.0,4.0,,,,,,,,,catalogusGG.pdf
1079,D02039,2039,Glas,Eland-Brandt Type 7....,glas,21.0,0.0,31.7,TNO-rapport IS-RPT...,24.4,25.6,29.8,34.6,32.3,34.1,True,,,5 12 4,Lucht,Niet,5.0,12.0,4.0,,,,,,,,,catalogusGG.pdf
1080,D02040,2040,Glas,Eland-Brandt Type 7....,glas,24.0,40.0,35.5,TNO-rapport IS-RPT...,21.3,28.4,33.6,40.1,41.3,42.4,True,,,5 15 4,Lucht,Niet,5.0,15.0,4.0,,,,,,,,,catalogusGG.pdf
1081,D02041,2041,Glas,Eland-Brandt Type 7....,glas,24.0,40.0,32.6,TNO-rapport IS-RPT...,24.4,23.6,28.7,35.9,36.8,37.6,True,,,5 15 4,Lucht,Niet,5.0,15.0,4.0,,,,,,,,,catalogusGG.pdf
1082,D02048,2048,Glas,SGG Stadip Silence ...,glas,7.0,15.0,30.5,TNO'97 rap. 97-CBO...,22.4,22.2,25.5,31.1,36.2,38.8,True,,,7 0 0,n.v.t,"pvb, 1 zijdig",7.0,0.0,0.0,,,,,,,,,catalogusGG.pdf
1083,D02049,2049,Glas,SGG Stadip Silence ...,glas,9.0,20.0,32.4,TNO'97 rap. 97-CBO...,22.9,24.7,27.5,33.0,38.2,39.6,True,,,9 0 0,n.v.t,"pvb, 1 zijdig",9.0,0.0,0.0,,,,,,,,,catalogusGG.pdf
1084,D02055,2055,Glas,SGG Stadip Silence ...,glas,13.0,30.0,34.7,TNO'97 rap. 97-CBO...,24.8,27.7,29.7,35.6,40.2,41.5,True,,,13 0 0,n.v.t,"pvb, 1 zijdig",13.0,0.0,0.0,,,,,,,,,catalogusGG.pdf
1085,D02062,2062,Glas,SGG Climalit Silence ...,glas,36.0,51.0,38.2,TNO'00 rap 2000-CB...,30.1,28.5,33.2,42.0,45.1,45.2,True,,,10 15 11,Lucht,"pvb, 1 zijdig",10.0,15.0,11.0,,,,,,,,,catalogusGG.pdf
1086,D02063,2063,Glas,SGG Climalit Silence ...,glas,35.0,56.0,38.2,TNO'00 rap 2000-CB...,30.1,29.4,32.6,41.8,44.4,44.4,True,,,10 12 13,Lucht,"pvb, 1 zijdig",10.0,12.0,13.0,,,,,,,,,catalogusGG.pdf
1087,D02064,2064,Glas,SGG Climalit Silence ...,glas,35.0,35.0,35.2,TNO'00 rap 2000-CB...,28.1,24.8,30.4,37.8,46.4,43.9,True,,,6 20 9,Lucht,"pvb, 1 zijdig",6.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1088,D02065,2065,Glas,SGG Climalit Silence ...,glas,37.0,40.0,36.2,TNO'00 rap 2000-CB...,27.9,25.5,32.1,39.4,46.5,44.2,True,,,8 20 9,Lucht,"pvb, 1 zijdig",8.0,20.0,9.0,,,,,,,,,catalogusGG.pdf
1089,D02066,2066,Glas,SGG Climalit Silence ...,glas,41.0,40.0,36.4,TNO'00 rap 2000-CB...,29.6,25.4,32.5,39.7,45.3,44.1,True,,,8 24 9,Lucht,"pvb, 1 zijdig",8.0,24.0,9.0,,,,,,,,,catalogusGG.pdf
1090,D02068,2068,Glas,SGG Climalit Silence ...,glas,43.0,56.0,39.7,TNO'00 rap 2000-CB...,27.5,32.0,36.0,43.9,44.7,44.8,True,,,10 20 13,Lucht,"pvb, 1 zijdig",10.0,20.0,13.0,,,,,,,,,catalogusGG.pdf
1091,D02177,2177,Glas,SGG Climalit Silence ...,glas,48.0,65.0,42.8,TNO'02 rap. DGT-R...,29.5,34.2,40.1,46.0,52.3,50.6,True,,,13 20 15,Lucht,"pvb, 2 zijdig",13.0,20.0,15.0,,,,,,,,,catalogusGG.pdf
1092,D02178,2178,Glas,SGG Climalit Silence ...,glas,49.0,60.0,39.9,TNO'02 rap. DGT-R...,27.0,32.7,37.2,44.5,45.3,43.8,True,,,10 24 15,Lucht,"pvb, 1 zijdig",10.0,24.0,15.0,,,,,,,,,catalogusGG.pdf
